STOP DATE,AGENCY NAME,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED,VEHICLE SEARCHED,ADDITIONAL ARREST,FORCE USED BY OFFICER,RESIDENCY
5/22/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/25/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
5/26/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
5/29/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-878,MOV6481I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/3/2022,Charlottesville Police Department,103,EQUIPMENT VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,WARNING ISSUED,46.2-613(A)(1),REG6725I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/7/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,WARNING ISSUED,46.2-818.2A,MOV6588I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/10/2022,Charlottesville Police Department,103,EQUIPMENT VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-301,LIC6862M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/11/2022,Charlottesville Police Department,103,EQUIPMENT VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/15/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/19/2022,Charlottesville Police Department,103,TERRY STOP,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,NO ENFORCEMENT ACTION,18.2-272,DWI5407M1,YES,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/23/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/26/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,ARREST,18.2-266,DWI5443M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/29/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/3/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,OTHER INDIVIDUAL,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,ARREST,18.2-57,ASL1313M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
7/5/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
7/14/2022,Charlottesville Police Department,103,EQUIPMENT VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,26,MALE,NO,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
7/21/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/24/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-833,SIG6554I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/24/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-878,MOV6481I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
7/29/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,,,YES,YES,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
7/29/2022,Charlottesville Police Department,103,EQUIPMENT VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-301,LIC6862M1,NO,YES,,NO,RESIDENT OF CITY/COUNTY OF STOP
8/4/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/8/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-862(i),REC6646M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
8/9/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-301,LIC6809M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/9/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-816,MOV6426I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/17/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/19/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-816,MOV6426I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
8/22/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/22/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
8/24/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-818.2A,MOV6588I9,NO,NO,,NO,OUT OF STATE RESIDENT
8/24/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-818.2A,MOV6588I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/26/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
8/26/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
8/29/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-301,LIC6809M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/31/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-301,LIC6863M1,YES,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
9/11/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-1011,LIG6904I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
9/13/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
9/14/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OUT OF STATE RESIDENT
9/21/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/30/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,UNKNOWN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-833,SIG6554I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/2/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,ARREST,18.2-286,WPN5248F5,YES,NO,,YES,OTHER VIRGINIA JURISDICTION RESIDENT
10/4/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/12/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,UNKNOWN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,OUT OF STATE RESIDENT
10/13/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/14/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/14/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/14/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/15/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-301,LIC6862M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/15/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/18/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,ASIAN OR NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/18/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-646,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/1/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-853,,NO,NO,,NO,OUT OF STATE RESIDENT
11/3/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OUT OF STATE RESIDENT
11/4/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/6/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,ARREST,18.2-266,DWI5413M1,NO,NO,,YES,RESIDENT OF CITY/COUNTY OF STOP
11/8/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,UNKNOWN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/14/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/17/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/19/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/21/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
12/9/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/12/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,WARNING ISSUED,46.2-878.1,MOV6474I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
12/13/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,26,MALE,NO,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/16/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-821,,NO,NO,,NO,OUT OF STATE RESIDENT
12/18/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
1/2/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
1/2/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
1/5/2023,Charlottesville Police Department,CHARLOTTESVILLE,TERRY STOP,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,NO ENFORCEMENT ACTION,19.2-100,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
1/6/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,NO,CITATION/SUMMONS,46.2-852,REC6625M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
1/9/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,NO ENFORCEMENT ACTION,18.2-250,NAR3022F5,NO,YES,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
1/12/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-802,MOV6440I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
1/13/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-833,SIG6554I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
1/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,EQUIPMENT VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-1049,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
1/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
1/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-816,MOV6426I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
1/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-1049,EQU6507I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
1/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,EQUIPMENT VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
1/31/2023,Charlottesville Police Department,CHARLOTTESVILLE,TERRY STOP,OTHER INDIVIDUAL,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,ARREST,18.2-456(6),CON5035S9,YES,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
1/31/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
2/13/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/14/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/14/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,NO,WARNING ISSUED,46.2-821,SIG6553I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
2/17/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-301,LIC6809M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
2/24/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,NO ENFORCEMENT ACTION,18.2-119,TRS5709M1,NO,NO,,YES,OTHER VIRGINIA JURISDICTION RESIDENT
2/25/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,NO ENFORCEMENT ACTION,18.2-57,ASL1313M1,NO,NO,,YES,OTHER VIRGINIA JURISDICTION RESIDENT
2/26/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,WARNING ISSUED,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/1/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-818.2A,MOV6588I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/6/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,WARNING ISSUED,46.2-878,MOV6481I9,NO,NO,,NO,OUT OF STATE RESIDENT
3/6/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,WHITE,HISPANIC OR LATINO,26,FEMALE,NO,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OUT OF STATE RESIDENT
3/7/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,WARNING ISSUED,46.2-1030(B),LIG6903I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/7/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-833,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/10/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/10/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/11/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-833,SIG6554I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/11/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,WARNING ISSUED,46.2-1049,EQU6507I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/13/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,26,MALE,YES,CITATION/SUMMONS,46.2-301,LIC6809M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/20/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,26,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
