_id,STOP_DATE,AGENCY NAME,LOCATION,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED,VEHICLE SEARCHED,ADDITIONAL ARREST,FORCE USED BY OFFICER,FORCE USED BY SUBJECT,RESIDENCY,VIOLATION TYPE
231960,7/23/2023 0:00,Charlottesville Police Department,RIDGE ST AT MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,23,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
231961,7/24/2023 0:00,Charlottesville Police Department,600 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,38,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
231962,7/24/2023 0:00,Charlottesville Police Department,600 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,35,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
231963,7/26/2023 0:00,Charlottesville Police Department,300 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,25,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Out of State resident,
231964,7/24/2023 0:00,Charlottesville Police Department,900 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,36,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
231965,7/24/2023 0:00,Charlottesville Police Department,900 MONTICELLO AVE,Charlottesville (103),Equipment Violation,Driver,White,Non-Hispanic or Latino,45,Male,Y,Warning Issued,46.2-915.2,,N,N,,N,N,Resident of city/county of stop,
231966,7/23/2023 0:00,Charlottesville Police Department,700 W Main St,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,21,Male,Y,Warning Issued,46.2-1030(B),,N,N,,N,N,Resident of city/county of stop,
231967,7/23/2023 0:00,Charlottesville Police Department,1100 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,29,Female,Y,Citation/Summons,46.2-862(I),,N,N,,N,N,Resident of city/county of stop,
231968,7/23/2023 0:00,Charlottesville Police Department,800 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,28,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
231969,7/23/2023 0:00,Charlottesville Police Department,1100 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,38,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
231970,7/24/2023 0:00,Charlottesville Police Department,PRESTO AT MCNITRE RD,Charlottesville (103),Calls for Service,Driver,White,Non-Hispanic or Latino,30,Female,Y,Citation/Summons,46.2-825,,N,N,,N,N,Resident of city/county of stop,
231971,7/24/2023 0:00,Charlottesville Police Department,900 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,31,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
231972,7/22/2023 0:00,Charlottesville Police Department,PRESTON,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,31,Female,Y,Warning Issued,46.2-878,,N,N,,N,N,Resident of city/county of stop,
231973,7/26/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,36,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
231974,7/26/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,68,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
231975,7/28/2023 0:00,Charlottesville Police Department,EB 250 BYPASS AT EMMET ST N,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,86,Female,N,Citation/Summons,46.2-816,,N,N,,N,N,Other Virginia jurisdiction resident,
231976,7/28/2023 0:00,Charlottesville Police Department,14TH ST. NW / GORDON ST.,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,24,Male,Y,Warning Issued,46.2-830,,N,N,,N,N,Out of State resident,
231977,7/28/2023 0:00,Charlottesville Police Department,JEFFERSON PARK AVE. / OLD LYNCHBURG,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,26,Male,Y,Warning Issued,46.2-830,,N,N,,N,N,Resident of city/county of stop,
231978,7/28/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,38,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
231979,7/28/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,36,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Out of State resident,
231980,7/28/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,66,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
231981,7/28/2023 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,35,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
231982,7/28/2023 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,57,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
231983,7/28/2023 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,Unknown,Hispanic or Latino,39,Male,N,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
231984,7/28/2023 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
231985,7/27/2023 0:00,Charlottesville Police Department,400 EAST MARKET ST.,Charlottesville (103),Equipment Violation,Driver,Black or African American,Non-Hispanic or Latino,22,Male,Y,Citation/Summons,46.2-301,,N,N,,N,N,Other Virginia jurisdiction resident,
231986,7/27/2023 0:00,Charlottesville Police Department,300 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,54,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
231987,7/27/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,61,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
231988,7/27/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,36,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
231989,7/27/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,34,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
231990,7/27/2023 0:00,Charlottesville Police Department,300 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,47,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
231991,7/27/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,33,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
231992,7/26/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,42,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
231993,7/26/2023 0:00,Charlottesville Police Department,1150 ROSEHILL DR,Charlottesville (103),Accident,Driver,Black or African American,Non-Hispanic or Latino,26,Female,Y,Citation/Summons,46.2-1158,,N,N,,N,N,Other Virginia jurisdiction resident,
231994,7/26/2023 0:00,Charlottesville Police Department,1150 ROSEHILL DR,Charlottesville (103),Accident,Driver,Black or African American,Non-Hispanic or Latino,62,Female,Y,Citation/Summons,46.2-825,,N,N,,N,N,Other Virginia jurisdiction resident,
231995,7/25/2023 0:00,Charlottesville Police Department,700 MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Female,Y,Warning Issued,46.2-1030(B),,N,N,,N,N,Other Virginia jurisdiction resident,
231996,7/26/2023 0:00,Charlottesville Police Department,LAMBETH LN,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
231997,7/26/2023 0:00,Charlottesville Police Department,PRESTON AVE AT RUGBY RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,64,Female,Y,Warning Issued,46.2-300,,N,N,,N,N,Other Virginia jurisdiction resident,
231998,7/26/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,48,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
231999,7/27/2023 0:00,Charlottesville Police Department,1200 N EMMET ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,25,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
232000,7/27/2023 0:00,Charlottesville Police Department,1200 N EMMET ST,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,25,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
232001,7/27/2023 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,21,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
232002,7/27/2023 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,22,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
232003,7/27/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,37,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
232004,7/27/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,35,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
232005,7/27/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,36,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
232006,7/27/2023 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,55,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
232007,4/23/2023 0:00,Charlottesville Police Department,FOREST HILLS AVENUE AT CHERRY AVENUE,Charlottesville (103),Equipment Violation,Driver,Black or African American,Non-Hispanic or Latino,28,Male,Y,Citation/Summons,46.2-646,,N,N,,N,N,Resident of city/county of stop,
232008,4/23/2023 0:00,Charlottesville Police Department,EMMET ST N AT ANGUS RD,Charlottesville (103),Traffic Violation,Driver,American Indian or Alaska Native,Non-Hispanic or Latino,26,Male,Y,Warning Issued,46.2-1011,,N,N,,N,N,Out of State resident,
232009,4/23/2023 0:00,Charlottesville Police Department,AVON AT GARRETT,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,42,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
232010,3/4/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,75,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
232011,3/4/2023 0:00,Charlottesville Police Department,700 PARK ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,38,Male,Y,Citation/Summons,46.2-1158,,N,N,,N,N,Resident of city/county of stop,
232012,3/4/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,30,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
232013,3/4/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
232014,3/4/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,62,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
232015,3/4/2023 0:00,Charlottesville Police Department,HARRIS ST AT MCINTIRE RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,30,Female,Y,Warning Issued,46.2-301,,N,N,,N,N,Resident of city/county of stop,
232016,3/4/2023 0:00,Charlottesville Police Department,BARRACKS RD AT EMMET ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,52,Female,Y,Citation/Summons,46.2-301,,N,N,,N,N,Resident of city/county of stop,
232017,3/3/2023 0:00,Charlottesville Police Department,UNIVERSITY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,18,Male,Y,Citation/Summons,46.2-1049,,N,N,,N,N,Resident of city/county of stop,
232018,3/3/2023 0:00,Charlottesville Police Department,AVON ST AT MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,37,Male,Y,Warning Issued,46.2-833,,N,N,,N,N,Resident of city/county of stop,
232019,3/3/2023 0:00,Charlottesville Police Department,400 14TH ST NW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,23,Male,Y,Citation/Summons,46.2-830,,N,N,,N,N,Resident of city/county of stop,
232020,3/3/2023 0:00,Charlottesville Police Department,1100 HARRIS ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,49,Male,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
232021,3/3/2023 0:00,Charlottesville Police Department,1800 MONTICELLO RD,Charlottesville (103),Equipment Violation,Driver,Black or African American,Non-Hispanic or Latino,24,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
232022,3/3/2023 0:00,Charlottesville Police Department,600 MCINTIRE RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,58,Female,Y,Warning Issued,46.2-1011,,N,N,,N,N,Resident of city/county of stop,
232023,3/3/2023 0:00,Charlottesville Police Department,CHERRY AVE/9TH ST NW,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,28,Female,Y,Citation/Summons,46.2-852,,N,N,,N,N,Resident of city/county of stop,
232024,3/4/2023 0:00,Charlottesville Police Department,300 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,17,Male,Y,Warning Issued,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
232025,3/3/2023 0:00,Charlottesville Police Department,HYDRAULIC RD AT HILLSDALE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,52,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
232026,3/2/2023 0:00,Charlottesville Police Department,8TH ST NW/ELSOM ST,Charlottesville (103),Equipment Violation,Driver,Black or African American,Non-Hispanic or Latino,51,Male,Y,Citation/Summons,18.2-272(A),,N,N,,N,N,Other Virginia jurisdiction resident,
232027,3/2/2023 0:00,Charlottesville Police Department,250 BYPASS AT MCINTIRE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,61,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
232028,3/2/2023 0:00,Charlottesville Police Department,250 BYPASS AT RUGBY,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,53,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
232029,3/2/2023 0:00,Charlottesville Police Department,250 BYPASS AT RUGBY,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Unknown,22,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
232030,3/2/2023 0:00,Charlottesville Police Department,250 BYPASS AT MCINTIRE,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Unknown,18,Female,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
232031,3/2/2023 0:00,Charlottesville Police Department,RUGBY AT 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Unknown,Unknown,16,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
232032,3/2/2023 0:00,Charlottesville Police Department,250 BYPASS AT MCINTIRE,Charlottesville (103),Traffic Violation,Driver,Unknown,Hispanic or Latino,34,Male,N,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
232033,3/2/2023 0:00,Charlottesville Police Department,5TH ST SW AT OLD FIFTH,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,32,Male,N,Citation/Summons,46.2-878,,N,Y,,N,N,Other Virginia jurisdiction resident,
232034,3/2/2023 0:00,Charlottesville Police Department,5TH ST SW AT CHERRY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,36,Female,Y,Citation/Summons,46.2-302,,N,N,,N,N,Resident of city/county of stop,
232035,3/2/2023 0:00,Charlottesville Police Department,1218 AVON,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,52,Male,Y,Citation/Summons,46.2-859,,N,N,,N,N,Resident of city/county of stop,
232036,3/2/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,44,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
232037,3/2/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,27,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
232038,3/2/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,21,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
232039,3/2/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,46,Female,Y,Citation/Summons,46.2-302,,N,N,,N,N,Out of State resident,
232040,3/3/2023 0:00,Charlottesville Police Department,1643 KEITH VALLEY ROAD,Charlottesville (103),Calls for Service,Driver,White,Non-Hispanic or Latino,18,Male,Y,Citation/Summons,46.2-804,,N,N,,N,N,Resident of city/county of stop,
232041,3/4/2023 0:00,Charlottesville Police Department,600 PARK ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,29,Male,Y,Citation/Summons,46.2-1158,,N,N,,N,N,Other Virginia jurisdiction resident,
232042,3/4/2023 0:00,Charlottesville Police Department,700 E HIGH ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,37,Female,Y,Citation/Summons,46.2-1158,,N,N,,N,N,Resident of city/county of stop,
232043,3/4/2023 0:00,Charlottesville Police Department,2100 BARRACKS RD,Charlottesville (103),Calls for Service,Driver,White,Non-Hispanic or Latino,82,Male,Y,Citation/Summons,46.2-821,,N,N,,N,N,Other Virginia jurisdiction resident,
232044,3/6/2023 0:00,Charlottesville Police Department,ARLINGTON BLVD AT EMMET ST,Charlottesville (103),Calls for Service,Driver,White,Hispanic or Latino,26,Female,N,Citation/Summons,46.2-300,,N,N,,N,N,Out of State resident,
232045,3/6/2023 0:00,Charlottesville Police Department,1175 EMMET,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,54,Male,Y,Warning Issued,46.2-878,,N,N,,N,N,Resident of city/county of stop,
232046,3/6/2023 0:00,Charlottesville Police Department,BYPASS EB AT DAIRY RD EXITE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,26,Female,Y,Warning Issued,46.2-878,,N,N,,N,N,Out of State resident,
232047,3/6/2023 0:00,Charlottesville Police Department,315 E. HIGH ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,43,Male,N,Citation/Summons,46.2-1158,,N,N,,N,N,Other Virginia jurisdiction resident,
232048,3/6/2023 0:00,Charlottesville Police Department,1500 GROVE RD,Charlottesville (103),Calls for Service,Driver,Black or African American,Non-Hispanic or Latino,21,Male,Y,Citation/Summons,46.2-802,,N,N,,N,N,Resident of city/county of stop,
232049,3/6/2023 0:00,Charlottesville Police Department,900 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,38,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
232050,3/6/2023 0:00,Charlottesville Police Department,300 W MAIN ST,Charlottesville (103),Terry Stop,Driver,White,Non-Hispanic or Latino,40,Male,Y,Warning Issued,46.2-646,,N,N,,N,N,Other Virginia jurisdiction resident,
232051,3/6/2023 0:00,Charlottesville Police Department,400 W MAIN ST,Charlottesville (103),Calls for Service,Driver,White,Non-Hispanic or Latino,32,Female,Y,Citation/Summons,46.2-820,,N,N,,N,N,Other Virginia jurisdiction resident,
232052,3/5/2023 0:00,Charlottesville Police Department,BYPASS/ BARRACKS,Charlottesville (103),Calls for Service,Driver,Black or African American,Non-Hispanic or Latino,36,Male,N,Citation/Summons,46.2-853,,N,N,,N,N,Resident of city/county of stop,
232053,3/5/2023 0:00,Charlottesville Police Department,BYPASS/ BARRACKS,Charlottesville (103),Calls for Service,Driver,Black or African American,Unknown,36,Male,Y,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
232054,3/5/2023 0:00,Charlottesville Police Department,MARKET,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,23,Female,Y,Warning Issued,46.2-830,,N,N,,N,N,Other Virginia jurisdiction resident,
232055,3/5/2023 0:00,Charlottesville Police Department,MEADE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,32,Female,Y,Warning Issued,46.2-821,,N,N,,N,N,Other Virginia jurisdiction resident,
232056,3/5/2023 0:00,Charlottesville Police Department,MONTICELLO,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,25,Female,Y,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
232057,3/5/2023 0:00,Charlottesville Police Department,BARRACK RD,Charlottesville (103),Other Investigative Detention,Driver,White,Non-Hispanic or Latino,42,Female,Y,Citation/Summons,46.2-864,,N,N,,N,N,Resident of city/county of stop,
232058,3/5/2023 0:00,Charlottesville Police Department,MARKET ST AT 2ND ST NW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,35,Female,Y,Warning Issued,46.2-806,,N,N,,N,N,Resident of city/county of stop,
232059,3/5/2023 0:00,Charlottesville Police Department,8TH ST NW AT WEST ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,48,Male,Y,Citation/Summons,46.2-830,,N,N,,N,N,Resident of city/county of stop,
232060,3/5/2023 0:00,Charlottesville Police Department,469 BYPASS WB,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,19,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
232061,3/4/2023 0:00,Charlottesville Police Department,2100 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,69,Male,Y,Citation/Summons,46.2-1158,,N,N,,N,N,Other Virginia jurisdiction resident,
232062,3/4/2023 0:00,Charlottesville Police Department,BYPASS 250 WB AT MCINTIRE PARK EXIT,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,21,Male,Y,Citation/Summons,46.2-862(I),,N,N,,N,N,Other Virginia jurisdiction resident,
232063,3/4/2023 0:00,Charlottesville Police Department,1200 EMMET ST S,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,41,Male,Y,Citation/Summons,46.2-612((B)(1),,N,N,,N,N,Resident of city/county of stop,
232064,3/4/2023 0:00,Charlottesville Police Department,400 EMMET,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,27,Female,Y,Warning Issued,46.2-924,,N,N,,N,N,Out of State resident,
232065,3/4/2023 0:00,Charlottesville Police Department,HYDRAULIC AT BRANDYWINE,Charlottesville (103),Calls for Service,Driver,Black or African American,Non-Hispanic or Latino,45,Male,Y,Citation/Summons,46.2-888,,N,N,,N,N,Out of State resident,
232066,3/4/2023 0:00,Charlottesville Police Department,1615 EMMET ST,Charlottesville (103),Calls for Service,Driver,White,Non-Hispanic or Latino,33,Male,Y,Citation/Summons,46.2-300,,N,N,,N,N,Other Virginia jurisdiction resident,
232067,3/2/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
232068,3/4/2023 0:00,Charlottesville Police Department,8TH ST NW AT ELSOM,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,25,Female,Y,Warning Issued,46.2-830,,N,N,,N,N,Resident of city/county of stop,
232069,3/4/2023 0:00,Charlottesville Police Department,HILLSDALE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,18,Female,Y,Warning Issued,46.2-833,,N,N,,N,N,Resident of city/county of stop,
232070,3/5/2023 0:00,Charlottesville Police Department,300 EB 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,46,Male,N,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
232071,3/5/2023 0:00,Charlottesville Police Department,8TH ST NW AT WEST ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,28,Male,Y,Warning Issued,46.2-830,,N,N,,N,N,Resident of city/county of stop,
232072,3/5/2023 0:00,Charlottesville Police Department,8TH ST NW AT WEST ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,30,Male,Y,Citation/Summons,46.2-830,,N,N,,N,Y,Resident of city/county of stop,
232073,3/5/2023 0:00,Charlottesville Police Department,BYPASS WB AT MEADOWBROOK EXIT,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,17,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
